CustomerID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
460105.5221,Female,,49,Yes,Entertainment,0,High,1,Cat_6
460108.3118,Female,No,43,Yes,Healthcare,9,Low,1,Cat_6
460111.1015,Male,No,27,No,Healthcare,14,Low,4,Cat_6
460113.8912,Female,No,35,No,Doctor,14,Low,6,Cat_7
460116.6809,Female,Yes,39,No,Doctor,4,Average,2,Cat_7
460119.4706,Female,Yes,52,No,Engineer,9,Low,,Cat_6
460122.2603,Female,No,38,Yes,Engineer,10,Low,1,Cat_6
460125.05,Female,No,30,Yes,Entertainment,12,Low,2,Cat_6
460127.8397,Female,No,43,Yes,Artist,10,Low,1,Cat_6
460130.6294,Female,No,42,No,Entertainment,10,Low,4,Cat_6
460133.4191,Female,No,46,Yes,Artist,2,Low,1,Cat_7
460136.2088,Female,No,47,Yes,Artist,11,Low,2,Cat_6
460138.9985,Female,No,32,No,Entertainment,13,Low,5,Cat_7
460141.7882,Female,Yes,53,Yes,Artist,11,Average,2,Cat_6
460144.5779,Female,Yes,43,Yes,Artist,12,Average,,Cat_6
460147.3676,Female,No,39,Yes,Artist,0,Low,2,Cat_6
460150.1574,Male,,42,Yes,Artist,3,Average,2,Cat_6
460152.9471,Female,No,37,Yes,Artist,3,Low,1,Cat_3
460155.7368,Male,No,19,No,Healthcare,0,Low,4,Cat_6
460158.5265,Male,No,30,No,Marketing,1,Low,1,Cat_3
460161.3162,Female,Yes,49,Yes,Artist,0,Low,1,Cat_4
460164.1059,Male,Yes,55,Yes,Healthcare,0,Low,3,Cat_4
460166.8956,Female,Yes,59,Yes,Doctor,1,Low,2,Cat_4
460169.6853,Female,Yes,46,Yes,Artist,,Low,2,Cat_6
460172.475,Female,Yes,27,Yes,Executive,9,High,2,Cat_6
460175.2647,Female,No,25,Yes,Artist,1,Low,2,Cat_6
460178.0544,Female,No,37,Yes,Doctor,1,Low,1,Cat_6
460180.8441,Male,No,38,Yes,Artist,9,Low,3,Cat_6
460183.6338,Male,No,29,Yes,Entertainment,9,Low,3,Cat_6
460186.4235,Male,No,28,Yes,Artist,11,Low,2,Cat_6
460189.2132,Female,Yes,27,Yes,Marketing,8,Low,2,Cat_6
460192.0029,Female,No,42,No,Entertainment,3,Low,2,Cat_6
460194.7926,Female,No,43,Yes,Artist,14,Low,2,Cat_6
460197.5824,Female,Yes,40,Yes,Healthcare,8,Average,2,Cat_6
460200.3721,Male,No,41,Yes,Artist,9,Low,3,Cat_6
460203.1618,Male,Yes,46,No,Entertainment,8,Low,1,Cat_1
460205.9515,Female,No,32,Yes,Healthcare,9,Low,3,Cat_6
460208.7412,Female,No,56,Yes,Entertainment,1,Low,1,Cat_6
460211.5309,Male,No,28,Yes,Marketing,12,Low,1,Cat_6
460214.3206,Female,No,25,Yes,Artist,0,Low,3,Cat_7
460217.1103,Male,Yes,42,Yes,Artist,6,Low,7,Cat_6
460219.9,Female,No,41,Yes,Entertainment,5,Low,2,Cat_6
460222.6897,Male,Yes,36,Yes,Healthcare,3,Low,2,Cat_6
460225.4794,Female,No,42,Yes,Artist,2,Low,1,Cat_6
460228.2691,Female,No,42,Yes,Artist,8,Low,4,Cat_6
460231.0588,Female,No,55,Yes,Entertainment,1,Low,2,Cat_6
460233.8485,Male,Yes,52,Yes,Entertainment,1,High,,Cat_6
460236.6382,Female,No,47,Yes,Engineer,1,Low,1,Cat_6
460239.4279,Male,,57,Yes,Artist,2,High,3,Cat_6
460242.2176,Female,No,26,Yes,Artist,8,Low,1,Cat_6
460245.0074,Female,No,28,No,Artist,5,Low,2,Cat_6
460247.7971,Female,No,37,Yes,Doctor,0,Low,1,Cat_6
460250.5868,Male,,89,No,Lawyer,0,Low,1,Cat_3
460253.3765,Male,No,25,No,Marketing,2,Low,1,Cat_3
460256.1662,Male,Yes,50,Yes,Executive,1,High,4,Cat_4
460258.9559,Female,No,42,Yes,Doctor,5,Low,1,Cat_6
460261.7456,Male,No,48,Yes,Artist,,Low,1,Cat_6
460264.5353,Female,No,37,Yes,Entertainment,9,Low,,Cat_3
460267.325,Female,No,30,No,Engineer,1,Low,5,Cat_3
460270.1147,Male,Yes,26,No,Entertainment,2,Low,4,Cat_3
460272.9044,Female,Yes,47,Yes,Artist,,Average,2,Cat_6
460275.6941,Male,No,36,No,Healthcare,,Low,4,Cat_4
460278.4838,Male,Yes,53,No,Doctor,,Average,4,Cat_3
460281.2735,Male,No,30,No,Entertainment,1,Low,6,Cat_3
460284.0632,Female,No,20,No,Healthcare,4,Low,7,Cat_3
460286.8529,Female,No,19,No,Marketing,8,Low,5,Cat_3
460289.6426,Male,No,19,No,Healthcare,9,Low,6,Cat_3
460292.4324,Female,No,37,No,Marketing,12,Low,,Cat_3
460295.2221,Male,No,20,No,Healthcare,0,Low,6,Cat_3
460298.0118,Male,,39,No,Executive,,Average,3,Cat_3
460300.8015,Female,No,26,Yes,Engineer,1,Low,3,Cat_3
460303.5912,Male,No,31,No,Doctor,0,Low,4,Cat_3
460306.3809,Male,Yes,31,Yes,Healthcare,2,High,3,Cat_3
460309.1706,Female,Yes,41,Yes,Engineer,9,Average,3,Cat_3
460311.9603,Female,Yes,32,No,Homemaker,,Average,2,Cat_4
460314.75,Female,Yes,42,Yes,Homemaker,0,Average,3,Cat_3
460317.5397,Female,Yes,89,No,Lawyer,1,Low,,Cat_3
460320.3294,Male,Yes,78,No,Lawyer,1,High,3,Cat_3
460323.1191,Female,Yes,65,Yes,Lawyer,1,Low,2,Cat_3
460325.9088,Female,Yes,48,Yes,Homemaker,0,Average,,Cat_3
460328.6985,Male,No,36,Yes,Artist,8,Low,2,Cat_3
460331.4882,Female,Yes,55,Yes,Artist,0,Average,4,Cat_3
460334.2779,Male,Yes,52,Yes,Engineer,0,Average,2,Cat_3
460337.0676,Male,Yes,52,Yes,Homemaker,7,Average,3,Cat_3
460339.8574,Female,Yes,41,Yes,,1,Low,1,Cat_3
460342.6471,Female,Yes,36,Yes,Engineer,,Low,1,Cat_3
460345.4368,Female,No,37,No,Engineer,7,Low,1,Cat_3
460348.2265,Female,No,40,No,Healthcare,1,Low,2,Cat_1
460351.0162,Male,Yes,38,Yes,Homemaker,,Average,2,Cat_3
460353.8059,Male,No,25,No,Doctor,0,Low,3,Cat_3
460356.5956,Female,No,33,Yes,Engineer,1,Low,4,Cat_3
460359.3853,Male,No,26,Yes,Artist,1,Low,1,Cat_3
460362.175,Female,No,28,No,Entertainment,0,Low,1,Cat_3
460364.9647,Male,No,18,No,Marketing,0,Low,6,Cat_3
460367.7544,Male,No,52,No,Entertainment,0,Low,3,Cat_3
460370.5441,Male,No,26,Yes,Healthcare,0,Low,2,Cat_3
460373.3338,Male,No,18,No,Healthcare,0,Low,4,Cat_3
460376.1235,Female,No,20,No,Marketing,1,Low,2,Cat_3
460378.9132,Female,Yes,36,Yes,Doctor,0,Average,3,Cat_3
460381.7029,Male,Yes,27,Yes,Doctor,8,Average,2,Cat_4
460384.4926,Male,No,21,No,Healthcare,,Low,5,Cat_7
460387.2824,Male,No,27,Yes,Entertainment,8,Low,4,Cat_3
460390.0721,Female,No,28,Yes,Healthcare,,Low,,Cat_3
460392.8618,Male,Yes,63,Yes,Lawyer,,Low,4,Cat_3
460395.6515,Male,No,48,Yes,Entertainment,,Low,,Cat_3
460398.4412,Male,Yes,80,Yes,Lawyer,1,Low,2,Cat_3
460401.2309,Female,Yes,71,Yes,Lawyer,7,High,3,Cat_3
460404.0206,Male,Yes,47,No,Doctor,8,High,4,Cat_6
460406.8103,Female,No,22,No,,1,Low,4,Cat_3
460409.6,Male,Yes,35,Yes,,,High,2,Cat_3
460412.3897,Female,No,40,No,Entertainment,,Low,6,Cat_3
460415.1794,Female,No,18,No,Healthcare,,Low,,Cat_3
460417.9691,Female,No,26,Yes,Artist,0,Low,4,Cat_3
460420.7588,Female,Yes,73,Yes,Lawyer,,Low,5,Cat_1
460423.5485,Male,Yes,86,,Lawyer,,Low,1,Cat_3
460426.3382,Female,No,37,No,Doctor,1,Low,2,Cat_3
460429.1279,Male,Yes,59,Yes,Entertainment,,Low,,Cat_3
460431.9176,Female,No,28,No,Homemaker,8,Low,1,Cat_4
460434.7074,Female,Yes,29,Yes,Artist,9,Low,3,Cat_6
460437.4971,Female,Yes,37,Yes,Marketing,7,Average,3,Cat_6
460440.2868,Female,Yes,46,Yes,Marketing,,Average,3,Cat_6
460443.0765,Male,No,39,,Entertainment,6,Low,1,Cat_6
460445.8662,Female,No,33,No,Homemaker,8,Low,1,Cat_6
460448.6559,Female,No,32,Yes,Doctor,,Low,2,Cat_3
460451.4456,Female,No,32,No,Doctor,6,Low,2,Cat_3
460454.2353,Female,,25,No,Homemaker,8,Low,1,Cat_3
460457.025,Female,Yes,48,Yes,Homemaker,9,Average,2,Cat_3
460459.8147,Female,No,27,No,Homemaker,8,Low,1,Cat_3
460462.6044,Female,No,49,Yes,Artist,1,Low,1,Cat_6
460465.3941,Female,Yes,33,Yes,Engineer,8,Average,5,Cat_4
460468.1838,Female,No,33,No,Engineer,7,Low,6,Cat_4
460470.9735,Male,Yes,39,Yes,Artist,0,Low,3,Cat_6
460473.7632,Male,Yes,50,Yes,Entertainment,0,Average,4,Cat_6
460476.5529,Female,Yes,84,Yes,Lawyer,0,Low,,Cat_3
460479.3426,Female,Yes,46,Yes,Artist,0,Average,2,Cat_6
460482.1324,Male,Yes,31,No,Entertainment,0,Average,3,Cat_3
460484.9221,Male,Yes,57,Yes,Artist,3,Average,2,Cat_6
460487.7118,Male,Yes,73,No,Executive,1,High,4,Cat_3
460490.5015,Male,Yes,36,Yes,Entertainment,9,Low,4,Cat_6
460493.2912,Male,No,53,Yes,Marketing,2,Low,4,Cat_6
460496.0809,Male,Yes,41,Yes,Entertainment,9,Average,,Cat_2
460498.8706,Female,No,53,No,Engineer,0,Low,,Cat_7
460501.6603,Male,Yes,35,Yes,Artist,2,Average,3,Cat_6
460504.45,Male,Yes,62,Yes,Artist,0,Average,3,Cat_6
460507.2397,Male,No,23,No,Marketing,0,Low,3,Cat_6
460510.0294,Male,No,51,Yes,Artist,1,Low,2,Cat_6
460512.8191,Female,Yes,83,No,Lawyer,1,High,2,Cat_6
460515.6088,Female,No,26,Yes,Healthcare,0,Low,2,Cat_3
460518.3985,Male,Yes,86,Yes,Lawyer,1,Low,1,Cat_6
460521.1882,Male,No,26,Yes,Healthcare,0,Low,4,Cat_7
460523.9779,Male,Yes,42,Yes,Executive,0,Low,3,Cat_6
460526.7676,Female,Yes,41,Yes,Homemaker,9,Low,1,Cat_6
460529.5574,Male,Yes,67,No,Lawyer,0,Low,3,Cat_6
460532.3471,Male,Yes,68,Yes,Lawyer,1,High,2,Cat_6
460535.1368,Female,Yes,45,No,Engineer,0,High,2,Cat_6
460537.9265,Female,Yes,86,No,Lawyer,0,High,2,Cat_6
460540.7162,Male,Yes,62,Yes,Artist,0,High,2,Cat_3
460543.5059,Male,Yes,42,Yes,Artist,1,Low,2,Cat_6
460546.2956,Male,No,26,Yes,Doctor,0,Low,3,Cat_4
460549.0853,Male,No,48,No,Entertainment,1,Low,1,Cat_6
460551.875,Male,Yes,40,No,Entertainment,3,Average,5,Cat_2
460554.6647,Male,No,20,No,Healthcare,0,Low,4,Cat_6
460557.4544,Female,No,25,Yes,Artist,1,Low,1,Cat_5
460560.2441,Male,No,37,Yes,Artist,1,Low,,Cat_6
460563.0338,Male,Yes,77,Yes,Lawyer,1,Low,1,Cat_6
460565.8235,Male,Yes,50,Yes,Healthcare,,Low,2,Cat_6
460568.6132,Female,No,22,No,Marketing,0,Low,4,Cat_6
460571.4029,Male,No,26,Yes,Artist,1,Low,3,Cat_6
460574.1926,Male,Yes,71,No,Doctor,0,Average,3,Cat_6
460576.9824,Male,Yes,50,Yes,Artist,,Low,2,Cat_6
460579.7721,Male,No,29,No,Entertainment,1,Low,1,Cat_4
460582.5618,Male,Yes,51,Yes,Entertainment,,Low,4,Cat_6
460585.3515,Male,Yes,52,Yes,Artist,6,Average,4,Cat_6
460588.1412,Male,No,20,No,Healthcare,1,Low,3,Cat_3
460590.9309,Male,No,26,Yes,Doctor,0,Low,9,Cat_4
460593.7206,Male,No,37,Yes,Healthcare,,Low,,Cat_4
460596.5103,Female,No,33,Yes,Healthcare,,Low,,Cat_6
460599.3,Female,Yes,39,Yes,Artist,0,Low,2,Cat_4
460602.0897,Female,Yes,53,No,Artist,1,Average,5,Cat_6
460604.8794,Male,Yes,49,No,Entertainment,0,Average,4,Cat_6
460607.6691,Male,No,21,No,Healthcare,0,Low,2,Cat_3
460610.4588,Male,Yes,39,No,Homemaker,8,Low,1,Cat_6
460613.2485,Female,Yes,38,No,Artist,2,Average,4,Cat_3
460616.0382,Male,No,22,No,Healthcare,4,Low,4,Cat_6
460618.8279,Male,Yes,52,No,Artist,2,Average,4,Cat_6
460621.6176,Male,No,40,Yes,Entertainment,,Low,3,Cat_6
460624.4074,Male,No,20,No,Doctor,8,Low,3,Cat_6
460627.1971,Male,No,41,Yes,Executive,1,Low,3,Cat_6
460629.9868,Male,No,30,Yes,Artist,1,Low,1,Cat_3
460632.7765,Female,Yes,89,Yes,Lawyer,1,High,3,Cat_6
460635.5662,Male,Yes,83,No,Lawyer,1,High,3,Cat_6
460638.3559,Male,Yes,53,Yes,Artist,0,Average,3,Cat_6
460641.1456,Male,No,31,No,Doctor,1,Low,5,Cat_2
460643.9353,Male,Yes,48,Yes,Artist,1,Average,4,Cat_6
460646.725,Female,No,29,No,Doctor,0,Low,2,Cat_6
460649.5147,Male,Yes,87,Yes,Lawyer,0,Low,1,Cat_6
460652.3044,Male,No,19,No,Engineer,4,Low,7,Cat_6
460655.0941,Male,Yes,60,No,Entertainment,1,Low,2,Cat_6
460657.8838,Male,No,23,No,Healthcare,1,Low,2,Cat_3
460660.6735,Male,Yes,61,Yes,Executive,9,High,4,Cat_6
460663.4632,Female,No,27,Yes,Artist,1,Low,3,Cat_6
460666.2529,Male,Yes,32,No,Doctor,14,Average,2,Cat_3
460669.0426,Male,Yes,79,,Lawyer,0,High,2,Cat_6
460671.8324,Male,No,19,No,Healthcare,1,Low,4,Cat_6
460674.6221,Male,Yes,42,Yes,Executive,0,High,3,Cat_4
460677.4118,Male,Yes,76,No,Lawyer,1,Low,1,Cat_6
460680.2015,Female,Yes,41,No,Marketing,1,Average,2,Cat_6
460682.9912,Male,Yes,38,Yes,Entertainment,0,Average,4,Cat_6
460685.7809,Male,Yes,43,Yes,Entertainment,0,Average,3,Cat_4
460688.5706,Male,No,19,No,Healthcare,1,Low,3,Cat_1
460691.3603,Female,No,28,Yes,Healthcare,1,Low,3,Cat_7
460694.15,Male,Yes,56,Yes,Artist,0,Average,4,Cat_6
460696.9397,Male,No,28,Yes,Engineer,0,Low,3,Cat_3
460699.7294,Male,Yes,60,No,Marketing,1,High,2,Cat_3
460702.5191,Female,No,55,Yes,Artist,0,Low,,Cat_3
460705.3088,Male,Yes,35,Yes,Entertainment,1,Average,2,Cat_3
460708.0985,Male,No,25,No,Healthcare,5,Low,5,Cat_3
460710.8882,Male,Yes,71,Yes,Artist,1,Low,1,Cat_3
460713.6779,Male,Yes,65,No,Lawyer,,High,2,Cat_3
460716.4676,Male,Yes,74,Yes,Lawyer,1,Low,1,Cat_6
460719.2574,Female,No,20,No,Healthcare,5,Low,4,Cat_4
460722.0471,Male,Yes,43,No,Entertainment,9,Low,2,Cat_4
460724.8368,Female,No,20,No,Marketing,3,Low,6,Cat_3
460727.6265,Male,Yes,40,Yes,Healthcare,,High,5,Cat_3
460730.4162,Female,Yes,46,Yes,Engineer,0,High,5,Cat_3
460733.2059,Female,Yes,65,No,Lawyer,1,High,7,Cat_3
460735.9956,Male,No,21,No,Healthcare,0,Low,,Cat_4
460738.7853,Male,Yes,50,No,Healthcare,1,Low,7,Cat_4
460741.575,Male,No,18,No,Healthcare,0,Low,5,Cat_4
460744.3647,Female,Yes,61,Yes,Doctor,1,Low,7,Cat_7
460747.1544,Male,Yes,49,Yes,,1,High,3,Cat_6
460749.9441,Male,Yes,39,No,Executive,,High,4,Cat_3
460752.7338,Female,Yes,52,No,Lawyer,1,High,2,Cat_6
460755.5235,Male,Yes,56,Yes,Executive,0,High,5,Cat_6
460758.3132,Male,Yes,55,Yes,Executive,,Low,6,Cat_3
460761.1029,Male,Yes,42,No,Engineer,1,Average,5,Cat_3
460763.8926,Female,No,33,No,Homemaker,0,Low,6,Cat_3
460766.6824,Male,No,19,No,Healthcare,8,Low,4,Cat_1
460769.4721,Female,No,27,No,Engineer,1,Low,1,Cat_3
460772.2618,Female,Yes,38,Yes,Artist,1,Average,4,Cat_3
460775.0515,Female,No,38,No,Artist,1,Low,4,Cat_3
460777.8412,Female,Yes,43,Yes,Doctor,8,Low,1,Cat_6
460780.6309,Male,Yes,53,Yes,Artist,1,Average,4,Cat_3
460783.4206,Male,Yes,33,No,Executive,4,High,4,Cat_3
460786.2103,Female,No,30,Yes,Healthcare,7,Low,,Cat_3
460789,Female,No,22,No,Healthcare,6,Low,3,Cat_3
460791.7897,Male,No,33,No,Doctor,0,Low,4,Cat_3
460794.5794,Male,No,21,No,Healthcare,1,Low,8,Cat_4
460797.3691,Male,No,20,No,Healthcare,1,Low,5,Cat_4
460800.1588,Male,No,19,No,Healthcare,7,Low,3,Cat_6
460802.9485,Female,Yes,58,Yes,Entertainment,1,Average,4,Cat_6
460805.7382,Male,Yes,67,Yes,Artist,1,High,,Cat_6
460808.5279,Female,Yes,36,Yes,Entertainment,1,Low,2,Cat_3
460811.3176,Female,No,30,No,Homemaker,8,Low,,Cat_3
460814.1074,Male,No,23,No,Homemaker,1,Low,4,Cat_3
460816.8971,Female,No,42,Yes,Entertainment,1,Low,,Cat_3
460819.6868,Female,No,37,No,Marketing,8,Low,3,Cat_3
460822.4765,Female,Yes,58,No,Entertainment,9,Low,4,Cat_3
460825.2662,Female,Yes,26,No,Engineer,7,Average,2,Cat_3
460828.0559,Male,No,39,Yes,Entertainment,9,Low,2,Cat_3
460830.8456,Female,No,23,No,Marketing,,Low,4,Cat_3
460833.6353,Male,Yes,41,No,Executive,8,Average,4,Cat_1
460836.425,Male,Yes,26,No,Entertainment,0,Low,3,Cat_3
460839.2147,Female,Yes,25,No,Engineer,3,Low,3,Cat_3
460842.0044,Male,No,19,No,Healthcare,,Low,4,Cat_3
460844.7941,Male,No,36,No,Executive,0,Low,5,Cat_3
460847.5838,Male,No,29,No,Healthcare,9,Low,4,Cat_3
460850.3735,Male,No,26,No,Marketing,1,Low,1,Cat_3
460853.1632,Female,No,78,Yes,Lawyer,,Low,1,Cat_6
460855.9529,Female,No,55,Yes,Artist,,Low,1,Cat_6
460858.7426,Male,No,26,Yes,Healthcare,,Low,3,Cat_2
460861.5324,Female,No,46,Yes,Entertainment,0,Low,1,Cat_6
460864.3221,Male,No,29,No,Healthcare,0,Low,4,Cat_6
460867.1118,Female,No,36,Yes,Artist,10,Low,1,Cat_6
460869.9015,Male,Yes,27,No,Executive,1,Low,6,Cat_6
460872.6912,Female,No,29,No,Executive,8,Low,3,Cat_6
460875.4809,Female,No,25,No,Marketing,1,Low,4,Cat_6
460878.2706,Female,No,30,No,Marketing,10,Low,6,Cat_6
460881.0603,Male,Yes,45,Yes,,1,Low,2,Cat_6
460883.85,Female,No,21,No,Executive,0,Low,,Cat_3
460886.6397,Female,Yes,41,Yes,Executive,,High,,Cat_3
460889.4294,Male,Yes,38,Yes,Entertainment,,Low,,Cat_3
460892.2191,Female,No,28,Yes,Healthcare,9,Low,1,Cat_6
460895.0088,Male,No,33,Yes,Doctor,1,Low,5,Cat_2
460897.7985,Male,Yes,31,Yes,Healthcare,7,Low,2,Cat_6
460900.5882,Male,Yes,45,Yes,Healthcare,0,Low,2,Cat_6
460903.3779,Male,Yes,47,Yes,Marketing,0,Low,5,Cat_6
460906.1676,Female,No,39,No,Healthcare,0,Low,1,Cat_6
460908.9574,Female,No,47,Yes,Marketing,1,Low,,Cat_6
460911.7471,Female,Yes,53,Yes,Doctor,0,Low,1,Cat_3
460914.5368,Male,No,27,No,Doctor,1,Low,4,Cat_4
460917.3265,Male,Yes,37,Yes,Engineer,1,Average,2,Cat_4
460920.1162,Female,Yes,62,Yes,Artist,1,Average,3,Cat_4
460922.9059,Female,No,29,No,Engineer,0,Low,7,Cat_4
460925.6956,Female,Yes,51,Yes,Artist,0,Low,1,Cat_4
460928.4853,Male,No,30,No,Marketing,1,Low,6,Cat_4
460931.275,Male,No,18,No,Entertainment,0,Low,4,Cat_4
460934.0647,Female,Yes,87,Yes,Lawyer,,High,2,Cat_6
460936.8544,Male,Yes,68,Yes,Marketing,0,Low,2,Cat_7
460939.6441,Male,Yes,84,Yes,Lawyer,5,Low,1,Cat_6
460942.4338,Male,No,22,No,Healthcare,2,Low,9,Cat_2
460945.2235,Female,No,22,No,Doctor,2,Low,4,Cat_6
460948.0132,Male,No,21,No,Healthcare,1,Low,3,Cat_6
460950.8029,Female,Yes,89,No,Lawyer,,High,2,Cat_3
460953.5926,Male,Yes,73,No,Lawyer,0,High,2,Cat_6
460956.3824,Female,Yes,75,Yes,Lawyer,0,High,2,Cat_6
460959.1721,Female,No,20,No,Doctor,6,Low,4,Cat_2
460961.9618,Male,No,22,No,Healthcare,1,Low,2,Cat_6
460964.7515,Female,No,22,No,Healthcare,0,Low,4,Cat_6
460967.5412,Male,Yes,63,Yes,Artist,0,Average,,Cat_6
460970.3309,Male,Yes,46,Yes,Artist,1,Average,3,Cat_6
460973.1206,Male,Yes,58,No,Artist,0,Average,2,Cat_6
460975.9103,Female,No,41,Yes,Artist,1,Low,3,Cat_6
460978.7,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6
460981.4897,Female,Yes,43,Yes,Healthcare,6,Average,2,Cat_6
460984.2794,Female,No,49,Yes,Artist,3,Low,1,Cat_6
460987.0691,Female,No,40,Yes,Artist,0,Low,1,Cat_6
460989.8588,Male,Yes,53,No,Executive,8,High,2,Cat_6
460992.6485,Male,Yes,36,Yes,Artist,4,Average,2,Cat_7
460995.4382,Male,Yes,50,Yes,Artist,8,Low,2,Cat_6
460998.2279,Male,Yes,42,Yes,Healthcare,1,Low,1,Cat_6
461001.0176,Male,No,30,No,Healthcare,0,Low,4,Cat_2
461003.8074,Male,No,29,No,Healthcare,2,Low,5,Cat_2
461006.5971,Male,No,28,Yes,Entertainment,1,Low,2,Cat_6
461009.3868,Male,No,27,Yes,Healthcare,1,Low,4,Cat_6
461012.1765,Male,No,49,Yes,Artist,0,Low,1,Cat_6
461014.9662,Male,No,32,Yes,Healthcare,1,Low,1,Cat_6
461017.7559,Male,No,25,Yes,Doctor,1,Low,3,Cat_6
461020.5456,Female,Yes,63,Yes,Artist,,Low,1,Cat_6
461023.3353,Female,No,42,Yes,Artist,8,Low,1,Cat_6
461026.125,Male,No,31,Yes,Healthcare,1,Low,,Cat_5
461028.9147,Male,Yes,71,Yes,Artist,0,High,2,Cat_6
461031.7044,Male,No,20,No,Healthcare,,Low,5,Cat_2
461034.4941,Male,No,22,No,Healthcare,1,Low,4,Cat_6
461037.2838,Female,No,29,Yes,Entertainment,1,Low,5,Cat_6
461040.0735,Male,Yes,47,Yes,Marketing,0,Low,3,Cat_6
461042.8632,Male,Yes,43,Yes,Artist,,Average,3,Cat_6
461045.6529,Male,No,32,Yes,Artist,1,Low,3,Cat_4
461048.4426,Male,Yes,47,Yes,Artist,7,Average,2,Cat_6
461051.2324,Male,No,46,Yes,Artist,0,Low,1,Cat_6
461054.0221,Female,Yes,41,Yes,Artist,1,Average,2,Cat_6
461056.8118,Male,Yes,37,Yes,Entertainment,0,Average,2,Cat_6
461059.6015,Male,Yes,40,Yes,Artist,0,Average,2,Cat_6
461062.3912,Male,Yes,60,Yes,Artist,0,Average,4,Cat_6
461065.1809,Male,Yes,46,Yes,Artist,0,Average,6,Cat_2
461067.9706,Female,Yes,36,Yes,Artist,6,High,4,Cat_7
461070.7603,Female,No,38,No,Marketing,0,Low,1,Cat_6
461073.55,Female,Yes,32,No,Doctor,0,Low,5,Cat_6
461076.3397,Female,No,41,Yes,Artist,5,Low,1,Cat_6
461079.1294,Male,Yes,56,Yes,Marketing,0,Low,3,Cat_6
461081.9191,Male,Yes,31,Yes,Artist,8,Average,2,Cat_6
461084.7088,Male,Yes,45,No,Artist,0,Low,2,Cat_7
461087.4985,Male,Yes,69,Yes,Entertainment,,Average,3,Cat_6
461090.2882,Male,Yes,37,Yes,Artist,0,Low,2,Cat_6
461093.0779,Male,Yes,47,Yes,Artist,1,Average,4,Cat_2
461095.8676,Female,Yes,52,Yes,Artist,1,Average,3,Cat_6
461098.6574,Female,Yes,57,Yes,Artist,1,High,3,Cat_6
461101.4471,Female,No,50,Yes,Artist,9,Low,1,Cat_6
461104.2368,Male,Yes,27,No,Engineer,0,Average,2,Cat_6
461107.0265,Female,Yes,45,Yes,Engineer,1,High,3,Cat_6
461109.8162,Female,No,30,Yes,Artist,8,Low,2,Cat_6
461112.6059,Male,Yes,45,Yes,Artist,0,Low,2,Cat_6
461115.3956,Male,No,30,No,Healthcare,1,Low,4,Cat_6
461118.1853,Male,Yes,31,Yes,Entertainment,1,Average,3,Cat_6
461120.975,Female,Yes,45,Yes,Artist,1,Average,4,Cat_3
461123.7647,Male,Yes,67,Yes,Artist,0,High,2,Cat_6
461126.5544,Male,Yes,76,No,Executive,1,High,2,Cat_6
461129.3441,Male,Yes,69,Yes,Entertainment,0,Low,2,Cat_6
461132.1338,Male,Yes,83,No,Entertainment,0,Low,2,Cat_6
461134.9235,Male,Yes,38,Yes,Engineer,0,Low,2,Cat_6
461137.7132,Male,Yes,36,Yes,Artist,0,Low,1,Cat_6
461140.5029,Male,No,41,Yes,,2,Low,2,Cat_2
461143.2926,Female,Yes,69,No,Lawyer,0,Low,3,Cat_6
461146.0824,Female,No,33,Yes,Engineer,0,Low,3,Cat_6
461148.8721,Male,No,38,Yes,Artist,1,Low,3,Cat_7
461151.6618,Female,Yes,48,Yes,Engineer,1,Average,2,Cat_6
461154.4515,Male,Yes,51,Yes,Engineer,2,Average,2,Cat_6
461157.2412,Male,Yes,56,Yes,Executive,1,High,2,Cat_6
461160.0309,Male,Yes,57,Yes,Artist,0,Average,3,Cat_6
461162.8206,Female,Yes,49,Yes,Artist,1,Average,3,Cat_6
461165.6103,Male,No,30,Yes,Healthcare,0,Low,3,Cat_6
461168.4,Female,Yes,40,Yes,Doctor,8,Average,2,Cat_6
461171.1897,Female,No,30,Yes,Artist,0,Low,,Cat_6
461173.9794,Male,Yes,38,No,Entertainment,0,Average,2,Cat_6
461176.7691,Female,No,31,Yes,Healthcare,8,Low,5,Cat_6
461179.5588,Male,No,33,Yes,Doctor,0,Low,2,Cat_6
461182.3485,Male,No,50,Yes,Artist,0,Low,2,Cat_6
461185.1382,Male,Yes,52,Yes,Executive,,High,3,Cat_6
461187.9279,Female,Yes,39,Yes,Artist,0,Average,,Cat_2
461190.7176,Male,Yes,73,Yes,Executive,0,High,2,Cat_6
461193.5074,Male,Yes,46,Yes,Artist,0,Average,3,Cat_6
461196.2971,Male,Yes,50,Yes,Artist,0,Low,2,Cat_7
461199.0868,Male,No,30,No,Healthcare,0,Low,6,Cat_6
461201.8765,Female,Yes,60,Yes,Doctor,0,Average,2,Cat_6
461204.6662,Female,Yes,39,Yes,Homemaker,9,Average,2,Cat_6
461207.4559,Female,Yes,59,Yes,Artist,1,Average,2,Cat_5
461210.2456,Female,Yes,51,Yes,Artist,0,Average,2,Cat_6
461213.0353,Female,Yes,40,Yes,Artist,5,Average,2,Cat_2
461215.825,Male,No,23,No,Healthcare,1,Low,3,Cat_6
461218.6147,Male,Yes,53,Yes,Artist,4,Average,4,Cat_2
