CustomerID,StockCode,Description,Quantity,InvoiceDate,UnitPrice,InvoiceNo,Country
460484.9221,20723,STRAWBERRY CHARLOTTE BAG,1,12-01-10 11:45,0.85,17908,United Kingdom
460487.7118,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,12-01-10 11:45,2.95,17908,United Kingdom
460490.5015,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,12-01-10 11:45,0.29,17908,United Kingdom
460493.2912,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12-01-10 11:45,4.95,17908,United Kingdom
460496.0809,22112,CHOCOLATE HOT WATER BOTTLE,1,12-01-10 11:45,4.95,17908,United Kingdom
460498.8706,20728,LUNCH BAG CARS BLUE,3,12-01-10 11:49,1.65,17920,United Kingdom
460501.6603,22382,LUNCH BAG SPACEBOY DESIGN ,3,12-01-10 11:49,1.65,17920,United Kingdom
460504.45,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,12-01-10 11:49,2.95,17920,United Kingdom
460507.2397,22662,LUNCH BAG DOLLY GIRL DESIGN,4,12-01-10 11:49,1.65,17920,United Kingdom
460510.0294,22383,LUNCH BAG SUKI  DESIGN ,3,12-01-10 11:49,1.65,17920,United Kingdom
460512.8191,20727,LUNCH BAG  BLACK SKULL.,3,12-01-10 11:49,1.65,17920,United Kingdom
460515.6088,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,12-01-10 11:49,2.95,17920,United Kingdom
460518.3985,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12-01-10 11:49,2.95,17920,United Kingdom
460521.1882,22630,DOLLY GIRL LUNCH BOX,1,12-01-10 11:49,1.95,17920,United Kingdom
460523.9779,22629,SPACEBOY LUNCH BOX ,1,12-01-10 11:49,1.95,17920,United Kingdom
460526.7676,21245,GREEN POLKADOT PLATE ,1,12-01-10 11:49,1.69,17920,United Kingdom
460529.5574,21244,BLUE POLKADOT PLATE ,1,12-01-10 11:49,1.69,17920,United Kingdom
460532.3471,21242,RED RETROSPOT PLATE ,1,12-01-10 11:49,1.69,17920,United Kingdom
460535.1368,21243,PINK  POLKADOT PLATE ,1,12-01-10 11:49,1.69,17920,United Kingdom
460537.9265,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12-01-10 11:49,2.95,17920,United Kingdom
460540.7162,22273,FELTCRAFT DOLL MOLLY,1,12-01-10 11:49,2.95,17920,United Kingdom
460543.5059,22940,FELTCRAFT CHRISTMAS FAIRY,3,12-01-10 11:49,4.25,17920,United Kingdom
460546.2956,22652,TRAVEL SEWING KIT,5,12-01-10 11:49,1.65,17920,United Kingdom
460549.0853,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,12-01-10 11:49,1.65,17920,United Kingdom
460551.875,21880,RED RETROSPOT TAPE,10,12-01-10 11:49,0.65,17920,United Kingdom
460554.6647,21738,COSY SLIPPER SHOES SMALL  RED ,1,12-01-10 11:49,2.95,17920,United Kingdom
460557.4544,22077,6 RIBBONS RUSTIC CHARM,1,12-01-10 11:49,1.65,17920,United Kingdom
460560.2441,85049E,SCANDINAVIAN REDS RIBBONS,3,12-01-10 11:49,1.25,17920,United Kingdom
460563.0338,22961,JAM MAKING SET PRINTED,24,12-01-10 11:49,1.45,17920,United Kingdom
460565.8235,21448,12 DAISY PEGS IN WOOD BOX,2,12-01-10 11:49,1.65,17920,United Kingdom
460568.6132,22837,HOT WATER BOTTLE BABUSHKA ,3,12-01-10 11:49,4.65,17920,United Kingdom
460571.4029,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,12-01-10 11:49,3.75,17920,United Kingdom
460574.1926,22940,FELTCRAFT CHRISTMAS FAIRY,1,12-01-10 11:49,4.25,17920,United Kingdom
460576.9824,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,12-01-10 11:49,3.75,17920,United Kingdom
460579.7721,22077,6 RIBBONS RUSTIC CHARM,2,12-01-10 11:49,1.65,17920,United Kingdom
460582.5618,21738,COSY SLIPPER SHOES SMALL  RED ,2,12-01-10 11:49,2.95,17920,United Kingdom
460585.3515,85049E,SCANDINAVIAN REDS RIBBONS,1,12-01-10 11:49,1.25,17920,United Kingdom
460588.1412,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,6,12-01-10 11:49,1.65,17920,United Kingdom
460590.9309,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,12-01-10 11:49,2.1,17920,United Kingdom
460593.7206,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,12-01-10 11:49,2.1,17920,United Kingdom
460596.5103,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3,12-01-10 11:49,1.65,17920,United Kingdom
460599.3,22077,6 RIBBONS RUSTIC CHARM,7,12-01-10 11:49,1.65,17920,United Kingdom
460602.0897,21448,12 DAISY PEGS IN WOOD BOX,1,12-01-10 11:49,1.65,17920,United Kingdom
460604.8794,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,12-01-10 11:49,1.65,17920,United Kingdom
460607.6691,22242,5 HOOK HANGER MAGIC TOADSTOOL,5,12-01-10 11:49,1.65,17920,United Kingdom
460610.4588,85049E,SCANDINAVIAN REDS RIBBONS,12,12-01-10 11:49,1.25,17920,United Kingdom
460613.2485,21731,RED TOADSTOOL LED NIGHT LIGHT,5,12-01-10 11:49,1.65,17920,United Kingdom
460616.0382,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1,12-01-10 11:49,1.65,17920,United Kingdom
460618.8279,21739,COSY SLIPPER SHOES SMALL GREEN,2,12-01-10 11:49,2.95,17920,United Kingdom
460621.6176,21738,COSY SLIPPER SHOES SMALL  RED ,5,12-01-10 11:49,2.95,17920,United Kingdom
460624.4074,22271,FELTCRAFT DOLL ROSIE,2,12-01-10 11:49,2.95,17920,United Kingdom
460627.1971,22273,FELTCRAFT DOLL MOLLY,1,12-01-10 11:49,2.95,17920,United Kingdom
460629.9868,22274,FELTCRAFT DOLL EMILY,2,12-01-10 11:49,2.95,17920,United Kingdom
460632.7765,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,12-01-10 11:49,3.75,17920,United Kingdom
460635.5662,22751,FELTCRAFT PRINCESS OLIVIA DOLL,2,12-01-10 11:49,3.75,17920,United Kingdom
460638.3559,21034,REX CASH+CARRY JUMBO SHOPPER,1,12-01-10 11:49,0.95,17920,United Kingdom
460641.1456,22273,FELTCRAFT DOLL MOLLY,2,12-01-10 11:49,2.95,17920,United Kingdom
460643.9353,22568,FELTCRAFT CUSHION OWL,3,12-01-10 11:49,3.75,17920,United Kingdom
460646.725,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,12-01-10 11:49,2.1,17920,United Kingdom
460649.5147,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,12-01-10 11:49,2.1,17920,United Kingdom
460652.3044,22570,FELTCRAFT CUSHION RABBIT,3,12-01-10 11:49,3.75,17920,United Kingdom
460655.0941,22569,FELTCRAFT CUSHION BUTTERFLY,2,12-01-10 11:49,3.75,17920,United Kingdom
460657.8838,21448,12 DAISY PEGS IN WOOD BOX,1,12-01-10 11:49,1.65,17920,United Kingdom
460660.6735,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,12-01-10 11:49,2.95,17920,United Kingdom
460663.4632,22569,FELTCRAFT CUSHION BUTTERFLY,2,12-01-10 11:49,3.75,17920,United Kingdom
460666.2529,21448,12 DAISY PEGS IN WOOD BOX,2,12-01-10 11:49,1.65,17920,United Kingdom
460669.0426,22968,ROSE COTTAGE KEEPSAKE BOX ,4,12-01-10 11:49,9.95,17920,United Kingdom
460671.8324,22902,TOTE BAG I LOVE LONDON,7,12-01-10 11:49,2.1,17920,United Kingdom
460674.6221,21448,12 DAISY PEGS IN WOOD BOX,2,12-01-10 11:49,1.65,17920,United Kingdom
460677.4118,22902,TOTE BAG I LOVE LONDON,7,12-01-10 11:49,2.1,17920,United Kingdom
460680.2015,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460682.9912,21708,FOLDING UMBRELLA CREAM POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460685.7809,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460688.5706,22179,SET 10 LIGHTS NIGHT OWL,2,12-01-10 11:49,6.75,17920,United Kingdom
460691.3603,22197,SMALL POPCORN HOLDER,5,12-01-10 11:49,0.85,17920,United Kingdom
460694.15,22900, SET 2 TEA TOWELS I LOVE LONDON ,2,12-01-10 11:49,2.95,17920,United Kingdom
460696.9397,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460699.7294,22468,BABUSHKA LIGHTS STRING OF 10,2,12-01-10 11:49,6.75,17920,United Kingdom
460702.5191,20725,LUNCH BAG RED RETROSPOT,1,12-01-10 11:49,1.65,17920,United Kingdom
460705.3088,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,12-01-10 11:49,2.95,17920,United Kingdom
460708.0985,21708,FOLDING UMBRELLA CREAM POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460710.8882,22900, SET 2 TEA TOWELS I LOVE LONDON ,2,12-01-10 11:49,2.95,17920,United Kingdom
460713.6779,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,12-01-10 11:49,4.95,17920,United Kingdom
460716.4676,22988,SOLDIERS EGG CUP ,6,12-01-10 11:49,1.25,17920,United Kingdom
460719.2574,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1,12-01-10 11:49,2.95,17920,United Kingdom
460722.0471,20750,RED RETROSPOT MINI CASES,1,12-01-10 11:49,7.95,17920,United Kingdom
460724.8368,22139,,56,12-01-10 11:52,0,,United Kingdom
460727.6265,22952,60 CAKE CASES VINTAGE CHRISTMAS,10,12-01-10 11:57,0.55,12838,United Kingdom
460730.4162,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,12-01-10 11:57,2.95,12838,United Kingdom
460733.2059,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,12-01-10 11:57,1.65,12838,United Kingdom
460735.9956,22738,RIBBON REEL SNOWY VILLAGE,3,12-01-10 11:57,1.65,12838,United Kingdom
460738.7853,22736,RIBBON REEL MAKING SNOWMEN ,3,12-01-10 11:57,1.65,12838,United Kingdom
460741.575,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,5,12-01-10 11:57,0.85,12838,United Kingdom
460744.3647,35591T,TURQUOISE CHRISTMAS TREE ,2,12-01-10 11:57,1.25,12838,United Kingdom
460747.1544,22186,RED STAR CARD HOLDER,5,12-01-10 11:57,2.95,12838,United Kingdom
460749.9441,22695,WICKER WREATH SMALL,3,12-01-10 11:57,1.45,12838,United Kingdom
460752.7338,22470,HEART OF WICKER LARGE,1,12-01-10 11:57,2.95,12838,United Kingdom
460755.5235,22580,ADVENT CALENDAR GINGHAM SACK,1,12-01-10 11:57,5.95,12838,United Kingdom
460758.3132,22469,HEART OF WICKER SMALL,5,12-01-10 11:57,1.65,12838,United Kingdom
460761.1029,22147,FELTCRAFT BUTTERFLY HEARTS,4,12-01-10 11:57,1.45,12838,United Kingdom
460763.8926,22130,PARTY CONE CHRISTMAS DECORATION ,6,12-01-10 11:57,0.85,12838,United Kingdom
460766.6824,21791,VINTAGE HEADS AND TAILS CARD GAME ,3,12-01-10 11:57,1.25,12838,United Kingdom
460769.4721,22694,WICKER STAR ,5,12-01-10 11:57,2.1,12838,United Kingdom
460772.2618,21790,VINTAGE SNAP CARDS,3,12-01-10 11:57,0.85,12838,United Kingdom
460775.0515,22149,FELTCRAFT 6 FLOWER FRIENDS,4,12-01-10 11:57,2.1,12838,United Kingdom
460777.8412,22900, SET 2 TEA TOWELS I LOVE LONDON ,3,12-01-10 11:57,2.95,12838,United Kingdom
460780.6309,22961,JAM MAKING SET PRINTED,3,12-01-10 11:57,1.45,12838,United Kingdom
460783.4206,22321,BIRD DECORATION RED RETROSPOT,12,12-01-10 11:57,0.85,12838,United Kingdom
460786.2103,22594,CHRISTMAS GINGHAM TREE,5,12-01-10 11:57,0.85,12838,United Kingdom
460789,22593,CHRISTMAS GINGHAM STAR,4,12-01-10 11:57,0.85,12838,United Kingdom
460791.7897,22595,CHRISTMAS GINGHAM HEART,6,12-01-10 11:57,0.85,12838,United Kingdom
460794.5794,21986,PACK OF 12 PINK POLKADOT TISSUES,12,12-01-10 11:57,0.29,12838,United Kingdom
460797.3691,22750,FELTCRAFT PRINCESS LOLA DOLL,2,12-01-10 11:57,3.75,12838,United Kingdom
460800.1588,22616,PACK OF 12 LONDON TISSUES ,12,12-01-10 11:57,0.29,12838,United Kingdom
460802.9485,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,12-01-10 11:57,1.25,12838,United Kingdom
460805.7382,22899,CHILDREN'S APRON DOLLY GIRL ,2,12-01-10 11:57,2.1,12838,United Kingdom
460808.5279,22367,CHILDRENS APRON SPACEBOY DESIGN,3,12-01-10 11:57,1.95,12838,United Kingdom
460811.3176,22942,CHRISTMAS LIGHTS 10 SANTAS ,3,12-01-10 11:57,8.5,12838,United Kingdom
460814.1074,22941,CHRISTMAS LIGHTS 10 REINDEER,3,12-01-10 11:57,8.5,12838,United Kingdom
460816.8971,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,12-01-10 11:57,2.95,12838,United Kingdom
460819.6868,22940,FELTCRAFT CHRISTMAS FAIRY,2,12-01-10 11:57,4.25,12838,United Kingdom
460822.4765,21212,PACK OF 72 RETROSPOT CAKE CASES,2,12-01-10 11:57,0.55,12838,United Kingdom
460825.2662,21976,PACK OF 60 MUSHROOM CAKE CASES,2,12-01-10 11:57,0.55,12838,United Kingdom
460828.0559,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,12-01-10 11:57,0.55,12838,United Kingdom
460830.8456,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,12-01-10 11:57,0.55,12838,United Kingdom
460833.6353,22834,HAND WARMER BABUSHKA DESIGN,3,12-01-10 11:57,2.1,12838,United Kingdom
460836.425,22867,HAND WARMER BIRD DESIGN,3,12-01-10 11:57,2.1,12838,United Kingdom
460839.2147,22865,HAND WARMER OWL DESIGN,3,12-01-10 11:57,2.1,12838,United Kingdom
460842.0044,22632,HAND WARMER RED RETROSPOT,3,12-01-10 11:57,2.1,12838,United Kingdom
460844.7941,21916,SET 12 RETRO WHITE CHALK STICKS,2,12-01-10 11:57,0.42,12838,United Kingdom
460847.5838,22587,FELTCRAFT HAIRBAND RED AND BLUE,4,12-01-10 11:57,0.85,12838,United Kingdom
460850.3735,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,3,12-01-10 11:57,0.85,12838,United Kingdom
460853.1632,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,3,12-01-10 11:57,0.85,12838,United Kingdom
460855.9529,22472,TV DINNER TRAY DOLLY GIRL,2,12-01-10 11:57,4.95,12838,United Kingdom
460858.7426,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,12-01-10 11:57,1.65,12838,United Kingdom
460861.5324,22551,PLASTERS IN TIN SPACEBOY,3,12-01-10 11:57,1.65,12838,United Kingdom
460864.3221,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,12-01-10 11:57,1.65,12838,United Kingdom
460867.1118,22534,MAGIC DRAWING SLATE SPACEBOY ,3,12-01-10 11:57,0.42,12838,United Kingdom
460869.9015,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,12-01-10 11:57,0.42,12838,United Kingdom
460872.6912,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,3,12-01-10 11:57,0.42,12838,United Kingdom
460875.4809,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,12-01-10 11:57,0.42,12838,United Kingdom
460878.2706,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,12-01-10 11:57,2.95,12838,United Kingdom
460881.0603,22837,HOT WATER BOTTLE BABUSHKA ,3,12-01-10 11:57,4.65,12838,United Kingdom
460883.85,85049H,URBAN BLACK RIBBONS ,2,12-01-10 11:57,1.25,12838,United Kingdom
460886.6397,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,12-01-10 11:57,3.75,12838,United Kingdom
460889.4294,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,12-01-10 11:57,2.95,12838,United Kingdom
460892.2191,21494,ROTATING LEAVES T-LIGHT HOLDER,12,12-01-10 11:58,1.25,13255,United Kingdom
460895.0088,21915,RED  HARMONICA IN BOX ,72,12-01-10 11:58,1.25,13255,United Kingdom
460897.7985,22938,CUPCAKE LACE PAPER SET 6,12,12-01-10 11:58,1.95,13255,United Kingdom
460900.5882,22768,FAMILY PHOTO FRAME CORNICE,4,12-01-10 11:58,9.95,13255,United Kingdom
460903.3779,22767,TRIPLE PHOTO FRAME CORNICE ,4,12-01-10 11:58,9.95,13255,United Kingdom
460906.1676,82494L,WOODEN FRAME ANTIQUE WHITE ,6,12-01-10 11:58,2.95,13255,United Kingdom
460908.9574,21889,WOODEN BOX OF DOMINOES,12,12-01-10 12:03,1.25,16583,United Kingdom
460911.7471,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,12-01-10 12:03,1.25,16583,United Kingdom
460914.5368,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,12-01-10 12:03,1.25,16583,United Kingdom
460917.3265,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,12-01-10 12:03,2.95,16583,United Kingdom
460920.1162,21718,RED METAL BEACH SPADE ,12,12-01-10 12:03,1.25,16583,United Kingdom
460922.9059,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,12-01-10 12:03,2.55,16583,United Kingdom
460925.6956,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,12-01-10 12:03,2.55,16583,United Kingdom
460928.4853,22113,GREY HEART HOT WATER BOTTLE,4,12-01-10 12:03,3.75,16583,United Kingdom
460931.275,22111,SCOTTIE DOG HOT WATER BOTTLE,3,12-01-10 12:03,4.95,16583,United Kingdom
460934.0647,22110,BIRD HOUSE HOT WATER BOTTLE,6,12-01-10 12:03,2.55,16583,United Kingdom
460936.8544,22358,KINGS CHOICE TEA CADDY ,6,12-01-10 12:03,2.95,16583,United Kingdom
460939.6441,22357,KINGS CHOICE BISCUIT TIN,4,12-01-10 12:03,4.25,16583,United Kingdom
460942.4338,22115,METAL SIGN EMPIRE TEA,6,12-01-10 12:03,2.95,16583,United Kingdom
460945.2235,22969,HOMEMADE JAM SCENTED CANDLES,12,12-01-10 12:03,1.45,16583,United Kingdom
460948.0132,22619,SET OF 6 SOLDIER SKITTLES,4,12-01-10 12:08,3.75,18085,United Kingdom
460950.8029,21481,FAWN BLUE HOT WATER BOTTLE,6,12-01-10 12:08,2.95,18085,United Kingdom
460953.5926,22632,HAND WARMER RED RETROSPOT,12,12-01-10 12:08,2.1,18085,United Kingdom
460956.3824,22837,HOT WATER BOTTLE BABUSHKA ,8,12-01-10 12:08,4.65,18085,United Kingdom
460959.1721,21479,WHITE SKULL HOT WATER BOTTLE ,8,12-01-10 12:08,3.75,18085,United Kingdom
460961.9618,21485,RETROSPOT HEART HOT WATER BOTTLE,8,12-01-10 12:08,4.95,18085,United Kingdom
460964.7515,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12-01-10 12:08,3.75,18085,United Kingdom
460967.5412,22111,SCOTTIE DOG HOT WATER BOTTLE,16,12-01-10 12:08,4.95,18085,United Kingdom
460970.3309,22113,GREY HEART HOT WATER BOTTLE,8,12-01-10 12:08,3.75,18085,United Kingdom
460973.1206,22837,HOT WATER BOTTLE BABUSHKA ,8,12-01-10 12:08,4.65,13758,United Kingdom
460975.9103,22585,PACK OF 6 BIRDY GIFT TAGS,12,12-01-10 12:08,1.25,13758,United Kingdom
460978.7,79321,CHILLI LIGHTS,8,12-01-10 12:08,4.95,13758,United Kingdom
460981.4897,22637,PIGGY BANK RETROSPOT ,12,12-01-10 12:08,2.55,13758,United Kingdom
460984.2794,21556,CERAMIC STRAWBERRY MONEY BOX,6,12-01-10 12:08,2.55,13758,United Kingdom
460987.0691,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,12-01-10 12:08,1.45,13758,United Kingdom
460989.8588,22644,CERAMIC CHERRY CAKE MONEY BANK,12,12-01-10 12:08,1.45,13758,United Kingdom
460992.6485,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,12-01-10 12:08,1.45,13758,United Kingdom
460995.4382,22650,CERAMIC PIRATE CHEST MONEY BANK,12,12-01-10 12:08,1.45,13758,United Kingdom
460998.2279,22508,DOORSTOP RETROSPOT HEART,8,12-01-10 12:08,3.75,13758,United Kingdom
461001.0176,21411,GINGHAM HEART  DOORSTOP RED,3,12-01-10 12:08,4.25,13758,United Kingdom
461003.8074,22511,RETROSPOT BABUSHKA DOORSTOP,4,12-01-10 12:08,3.75,13758,United Kingdom
461006.5971,22451,SILK PURSE BABUSHKA RED,6,12-01-10 12:08,3.35,13758,United Kingdom
461009.3868,22449,SILK PURSE BABUSHKA PINK,6,12-01-10 12:08,3.35,13758,United Kingdom
461012.1765,22768,FAMILY PHOTO FRAME CORNICE,2,12-01-10 12:08,9.95,13758,United Kingdom
461014.9662,22829,SWEETHEART WIRE WALL TIDY,2,12-01-10 12:08,9.95,13758,United Kingdom
461017.7559,22961,JAM MAKING SET PRINTED,12,12-01-10 12:08,1.45,13758,United Kingdom
461020.5456,21154,RED RETROSPOT OVEN GLOVE ,200,12-01-10 12:12,1.06,13694,United Kingdom
461023.3353,22189,CREAM HEART CARD HOLDER,72,12-01-10 12:12,3.39,13694,United Kingdom
461026.125,17021,NAMASTE SWAGAT INCENSE,600,12-01-10 12:12,0.24,13694,United Kingdom
461028.9147,22059,CERAMIC STRAWBERRY DESIGN MUG,48,12-01-10 12:12,1.25,13694,United Kingdom
461031.7044,22188,BLACK HEART CARD HOLDER,36,12-01-10 12:12,3.39,13694,United Kingdom
461034.4941,84678,CLASSICAL ROSE SMALL VASE,48,12-01-10 12:12,1.25,13694,United Kingdom
461037.2838,85172,HYACINTH BULB T-LIGHT CANDLES,32,12-01-10 12:15,0.42,15983,United Kingdom
461040.0735,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,12-01-10 12:15,1.45,15983,United Kingdom
461042.8632,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,12-01-10 12:15,2.1,15983,United Kingdom
461045.6529,21591,COSY HOUR CIGAR BOX MATCHES ,6,12-01-10 12:15,1.25,15983,United Kingdom
461048.4426,22480,RED TEA TOWEL CLASSIC DESIGN,12,12-01-10 12:15,1.25,15983,United Kingdom
461051.2324,22294,HEART FILIGREE DOVE  SMALL,48,12-01-10 12:15,1.25,15983,United Kingdom
461054.0221,21156,RETROSPOT CHILDRENS APRON,1,12-01-10 12:15,1.95,15983,United Kingdom
461056.8118,10133,COLOURING PENCILS BROWN TUBE,5,12-01-10 12:15,0.85,15983,United Kingdom
461059.6015,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,12-01-10 12:15,2.55,15983,United Kingdom
461062.3912,22294,HEART FILIGREE DOVE  SMALL,24,12-01-10 12:15,1.25,15983,United Kingdom
461065.1809,84836,ZINC METAL HEART DECORATION,12,12-01-10 12:15,1.25,15983,United Kingdom
461067.9706,20774,GREEN FERN NOTEBOOK,2,12-01-10 12:15,1.65,15983,United Kingdom
461070.7603,20773,BLUE PAISLEY NOTEBOOK,2,12-01-10 12:15,1.65,15983,United Kingdom
461073.55,20777,CHRYSANTHEMUM NOTEBOOK,2,12-01-10 12:15,1.65,15983,United Kingdom
461076.3397,16016,LARGE CHINESE STYLE SCISSOR,10,12-01-10 12:15,0.85,15983,United Kingdom
461079.1294,16014,SMALL CHINESE STYLE SCISSOR,10,12-01-10 12:15,0.42,15983,United Kingdom
461081.9191,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,12-01-10 12:15,2.95,15983,United Kingdom
461084.7088,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,12-01-10 12:15,1.25,15983,United Kingdom
461087.4985,22619,SET OF 6 SOLDIER SKITTLES,8,12-01-10 12:15,3.75,15983,United Kingdom
461090.2882,22620,4 TRADITIONAL SPINNING TOPS,6,12-01-10 12:15,1.25,15983,United Kingdom
461093.0779,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,12-01-10 12:15,2.55,15983,United Kingdom
461095.8676,85169B,BLACK LOVE BIRD CANDLE,24,12-01-10 12:15,1.25,15983,United Kingdom
461098.6574,21156,RETROSPOT CHILDRENS APRON,3,12-01-10 12:15,1.95,15983,United Kingdom
461101.4471,21651,HANGING GLASS ETCHED TEALIGHT,6,12-01-10 12:15,1.65,15983,United Kingdom
461104.2368,21651,HANGING GLASS ETCHED TEALIGHT,6,12-01-10 12:15,1.65,15983,United Kingdom
461107.0265,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,10,12-01-10 12:15,2.95,15983,United Kingdom
461109.8162,22618,COOKING SET RETROSPOT,2,12-01-10 12:15,9.95,15983,United Kingdom
461112.6059,21586,KINGS CHOICE GIANT TUBE MATCHES,4,12-01-10 12:15,2.55,15983,United Kingdom
461115.3956,21587,COSY HOUR GIANT TUBE MATCHES,4,12-01-10 12:15,2.55,15983,United Kingdom
461118.1853,22152,PLACE SETTING WHITE STAR,24,12-01-10 12:15,0.42,15983,United Kingdom
461120.975,85172,HYACINTH BULB T-LIGHT CANDLES,16,12-01-10 12:15,0.42,15983,United Kingdom
461123.7647,84754,S/15 SILVER GLASS BAUBLES IN BAG,24,12-01-10 12:15,1.25,15983,United Kingdom
461126.5544,22670,FRENCH WC SIGN BLUE METAL,12,12-01-10 12:22,1.25,14849,United Kingdom
461129.3441,21586,KINGS CHOICE GIANT TUBE MATCHES,12,12-01-10 12:22,2.55,14849,United Kingdom
461132.1338,84992,72 SWEETHEART FAIRY CAKE CASES,24,12-01-10 12:22,0.55,14849,United Kingdom
461134.9235,84879,ASSORTED COLOUR BIRD ORNAMENT,24,12-01-10 12:22,1.69,14849,United Kingdom
461137.7132,84849B,FAIRY SOAP SOAP HOLDER,12,12-01-10 12:22,1.69,14849,United Kingdom
461140.5029,22927,GREEN GIANT GARDEN THERMOMETER,2,12-01-10 12:22,5.95,14849,United Kingdom
461143.2926,22926,IVORY GIANT GARDEN THERMOMETER,4,12-01-10 12:22,5.95,14849,United Kingdom
461146.0824,22925,BLUE GIANT GARDEN THERMOMETER,2,12-01-10 12:22,5.95,14849,United Kingdom
461148.8721,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12-01-10 12:22,0.55,14849,United Kingdom
461151.6618,21485,RETROSPOT HEART HOT WATER BOTTLE,6,12-01-10 12:22,4.95,14849,United Kingdom
461154.4515,21484,CHICK GREY HOT WATER BOTTLE,8,12-01-10 12:22,3.45,14849,United Kingdom
461157.2412,21259,VICTORIAN SEWING BOX SMALL ,2,12-01-10 12:22,5.95,14849,United Kingdom
461160.0309,21257,VICTORIAN SEWING BOX MEDIUM,2,12-01-10 12:22,7.95,14849,United Kingdom
461162.8206,21121,SET/10 RED POLKADOT PARTY CANDLES,24,12-01-10 12:22,1.25,14849,United Kingdom
461165.6103,82552,WASHROOM METAL SIGN,12,12-01-10 12:22,1.45,14849,United Kingdom
461168.4,90200B,BLACK SWEETHEART BRACELET,2,12-01-10 12:23,4.25,17968,United Kingdom
461171.1897,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2,12-01-10 12:23,1.65,17968,United Kingdom
461173.9794,90185C,BLACK DIAMANTE EXPANDABLE RING,2,12-01-10 12:23,4.25,17968,United Kingdom
461176.7691,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,3,12-01-10 12:23,1.65,17968,United Kingdom
